model assumes 10 micron device thickness,,,
nm,front surface transmssion,substrate transmission,predicted QE (%)
918,68.6588,48.2607,20.3981
919,68.6614,48.4565,20.2049
920,68.6641,48.6527,20.0114
921,68.6667,48.8493,19.8174
922,68.6694,49.0463,19.6231
923,68.672,49.2436,19.4284
924,68.6747,49.4413,19.2334
925,68.6774,49.6394,19.038
926,68.6801,49.8378,18.8423
927,68.6828,50.0366,18.6462
928,68.6855,50.2358,18.4497
929,68.6882,50.4354,18.2528
930,68.6909,50.6353,18.0556
931,68.6937,50.8356,17.8581
932,68.6964,51.0363,17.6601
933,68.6991,51.2373,17.4618
934,68.7019,51.4387,17.2632
935,68.7046,51.6405,17.0641
936,68.7074,51.8427,16.8647
937,68.7102,52.0452,16.665
938,68.7129,52.248,16.4649
939,68.7157,52.4513,16.2644
940,68.7185,52.6549,16.0636
941,68.7213,52.8589,15.8624
942,68.7241,53.0632,15.6609
943,68.7269,53.2679,15.459
944,68.7298,53.473,15.2568
945,68.7326,53.6784,15.0542
946,68.7354,53.8842,14.8512
947,68.7382,54.0904,14.6478
948,68.7411,54.2969,14.4442
949,68.7439,54.5037,14.2402
950,68.7468,54.711,14.0358
951,68.7497,54.9186,13.8311
952,68.7525,55.1265,13.626
953,68.7554,55.3348,13.4206
954,68.7583,55.5435,13.2148
955,68.7612,55.7525,13.0087
956,68.7641,55.9619,12.8022
957,68.767,56.1717,12.5953
958,68.7699,56.3818,12.3881
959,68.7728,56.5922,12.1806
960,68.7757,56.803,11.9727
961,68.7787,57.0142,11.7645
962,68.7816,57.2257,11.5559
963,68.7845,57.4376,11.3469
964,68.7875,57.6498,11.1377
965,68.7904,57.8624,10.928
966,68.7934,58.0753,10.7181
967,68.7964,58.2886,10.5078
968,68.7993,58.5022,10.2971
969,68.8023,58.7162,10.0861
970,68.8053,58.9305,9.8748
971,68.8083,59.1452,9.6631
972,68.8113,59.3602,9.4511
973,68.8143,59.5756,9.2387
974,68.8173,59.7913,9.026
975,68.8203,60.0073,8.813
976,68.8233,60.2237,8.5996
977,68.8264,60.4405,8.3859
978,68.8294,60.6576,8.1718
979,68.8324,60.8751,7.9573
980,68.8355,61.0928,7.7427
981,68.8386,61.311,7.5276
982,68.8416,61.5295,7.3121
983,68.8447,61.7483,7.0964
984,68.8477,61.9674,6.8803
985,68.8508,62.187,6.6638
986,68.8539,62.4068,6.4471
987,68.857,62.627,6.23
988,68.8601,62.8475,6.0126
989,68.8632,63.0684,5.7948
990,68.8663,63.2896,5.5767
991,68.8694,63.5111,5.3583
992,68.8726,63.733,5.1396
993,68.8757,63.9552,4.9205
994,68.8788,64.1778,4.701
995,68.882,64.4007,4.4813
996,68.8851,64.6239,4.2612
997,68.8883,64.8475,4.0408
998,68.8914,65.0714,3.82
999,68.8946,65.2956,3.599
1000,68.8977,65.5202,3.3775
1001,68.9009,65.5869,3.314
1002,68.9041,65.6619,3.2422
1003,68.9072,65.7439,3.1633
1004,68.9104,65.8264,3.084
1005,68.9136,65.9009,3.0127
1006,68.9168,65.9609,2.9559
1007,68.92,66.0062,2.9138
1008,68.9232,66.0436,2.8796
1009,68.9264,66.0853,2.8411
1010,68.9296,66.1443,2.7853
1011,68.9328,66.2287,2.7041
1012,68.936,66.3373,2.5987
1013,68.9392,66.4592,2.48
1014,68.9425,66.5764,2.3661
1015,68.9457,66.6699,2.2758
1016,68.949,66.7272,2.2218
1017,68.9522,66.7479,2.2043
1018,68.9555,66.7449,2.2106
1019,68.9587,66.7415,2.2172
1020,68.962,66.7629,2.1991
1021,68.9652,66.8285,2.1367
1022,68.9685,66.9437,2.0248
1023,68.9718,67.0973,1.8745
1024,68.9751,67.264,1.7111
1025,68.9784,67.4115,1.5669
1026,68.9817,67.4698,1.5119
1027,68.985,67.4915,1.4935
1028,68.9883,67.4808,1.5075
1029,68.9916,67.4482,1.5434
1030,68.9949,67.408,1.5869
1031,68.9982,67.3754,1.6228
1032,69.0016,67.3636,1.638
1033,69.0049,67.381,1.6239
1034,69.0083,67.4303,1.578
1035,69.0116,67.5081,1.5035
1036,69.0149,67.6057,1.4092
