nm,front surface transmssion,substrate transmission,predicted QE (%)
832,70.0324,23.304,46.7284
833,70.0302,23.4746,46.5556
834,70.028,23.646,46.382
835,70.0259,23.8183,46.2076
836,70.0238,23.9914,46.0324
837,70.0217,24.1653,45.8564
838,70.0196,24.3401,45.6795
839,70.0176,24.5158,45.5018
840,70.0156,24.6923,45.3233
841,70.0136,24.8696,45.144
842,70.0116,25.0478,44.9638
843,70.0097,25.2269,44.7828
844,70.0078,25.4068,44.601
845,70.0059,25.5876,44.4183
846,70.004,25.7692,44.2348
847,70.0022,25.9517,44.0505
848,70.0004,26.1351,43.8653
849,69.9986,26.3193,43.6793
850,69.9968,26.5044,43.4924
851,69.9951,26.6904,43.3047
852,69.9933,26.8772,43.1161
853,69.9916,27.065,42.9266
854,69.99,27.2536,42.7364
855,69.9883,27.443,42.5453
856,69.9867,27.6334,42.3533
857,69.9851,27.8246,42.1605
858,69.9835,28.0167,41.9668
859,69.9819,28.2097,41.7722
860,69.9804,28.4036,41.5768
861,69.9789,28.5983,41.3806
862,69.9774,28.794,41.1834
863,69.9759,28.9905,40.9854
864,69.9745,29.1879,40.7866
865,69.9731,29.3862,40.5869
866,69.9717,29.5854,40.3863
867,69.9703,29.7855,40.1848
868,69.9689,29.9865,39.9824
869,69.9676,30.1884,39.7792
870,69.9663,30.3912,39.5751
871,69.965,30.5949,39.3701
872,69.9637,30.7995,39.1642
873,69.9624,31.005,38.9574
874,69.9612,31.2114,38.7498
875,69.96,31.4187,38.5413
876,69.9588,31.6269,38.3319
877,69.9577,31.836,38.1217
878,69.9565,32.0461,37.9104
879,69.9554,32.257,37.6984
880,69.9543,32.4689,37.4854
881,69.9532,32.6816,37.2716
882,69.9521,32.8953,37.0568
883,69.9511,33.1099,36.8412
884,69.9501,33.3254,36.6247
885,69.9491,33.5419,36.4072
886,69.9481,33.7592,36.1889
887,69.9471,33.9775,35.9696
888,69.9462,34.1967,35.7495
889,69.9453,34.4169,35.5284
890,69.9444,34.6379,35.3065
891,69.9435,34.8599,35.0836
892,69.9426,35.0828,34.8598
893,69.9418,35.3067,34.6351
894,69.941,35.5314,34.4096
895,69.9402,35.7571,34.1831
896,69.9394,35.9838,33.9556
897,69.9386,36.2114,33.7272
898,69.9379,36.4399,33.498
899,69.9371,36.6693,33.2678
900,69.9364,36.8997,33.0367
901,69.9358,37.1311,32.8047
902,69.9351,37.3634,32.5717
903,69.9345,37.5966,32.3379
904,69.9339,37.8308,32.1031
905,69.9333,38.0659,31.8674
906,69.9328,38.302,31.6308
907,69.9322,38.539,31.3932
908,69.9317,38.777,31.1547
909,69.9312,39.0159,30.9153
910,69.9307,39.2558,30.6749
911,69.9302,39.4966,30.4336
912,69.9297,39.7384,30.1913
913,69.9293,39.9811,29.9482
914,69.9289,40.2248,29.7041
915,69.9285,40.4694,29.4591
916,69.9281,40.715,29.2131
917,69.9277,40.9616,28.9661
918,69.9274,41.2091,28.7183
919,69.927,41.4576,28.4694
920,69.9267,41.7071,28.2196
921,69.9264,41.9575,27.9689
922,69.9261,42.2089,27.7172
923,69.9259,42.4612,27.4647
924,69.9256,42.7145,27.2111
925,69.9254,42.9688,26.9566
926,69.9252,43.2241,26.7011
927,69.925,43.4803,26.4447
928,69.9248,43.7375,26.1873
929,69.9246,43.9956,25.929
930,69.9245,44.2548,25.6697
931,69.9243,44.5149,25.4094
932,69.9242,44.776,25.1482
933,69.9241,45.0381,24.886
934,69.924,45.3011,24.6229
935,69.924,45.5652,24.3588
936,69.9239,45.8302,24.0937
937,69.9239,46.0962,23.8277
938,69.9239,46.3631,23.5608
939,69.9239,46.6311,23.2928
940,69.9239,46.9,23.0239
941,69.9239,47.1699,22.754
942,69.924,47.4409,22.4831
943,69.924,47.7128,22.2112
944,69.9241,47.9856,21.9385
945,69.9242,48.2595,21.6647
946,69.9243,48.5344,21.3899
947,69.9244,48.8102,21.1142
948,69.9246,49.0871,20.8375
949,69.9247,49.3649,20.5598
950,69.9249,49.6438,20.2811
951,69.9251,49.9236,20.0015
952,69.9253,50.2044,19.7209
953,69.9255,50.4863,19.4392
954,69.9257,50.7691,19.1566
955,69.926,51.0529,18.8731
956,69.9262,51.3377,18.5885
957,69.9265,51.6235,18.303
958,69.9268,51.9104,18.0164
959,69.9271,52.1982,17.7289
960,69.9274,52.487,17.4404
961,69.9277,52.7768,17.1509
962,69.9281,53.0677,16.8604
963,69.9285,53.3595,16.569
964,69.9288,53.6523,16.2765
965,69.9292,53.9462,15.983
966,69.9296,54.241,15.6886
967,69.9301,54.5369,15.3932
968,69.9305,54.8338,15.0967
969,69.9309,55.1317,14.7992
970,69.9314,55.4306,14.5008
971,69.9319,55.7305,14.2014
972,69.9324,56.0314,13.901
973,69.9329,56.3333,13.5996
974,69.9334,56.6363,13.2971
